duration,evidence,exit_code,timestamp
248245162,49954166378,0,1782916459480227589
249545064,49954166378,0,1782916460124821824
248319729,49954166378,0,1782916460613143768
249044659,49954166378,0,1782916461094825520
247170981,49954166378,0,1782916461584163884
247794658,49954166378,0,1782916462067288140
247725145,49954166378,0,1782916462563884999
247940664,49954166378,0,1782916463044534719
248117263,49954166378,0,1782916463528794976
248544108,49954166378,0,1782916464015743639
247156529,49954166378,0,1782916464499649043
248495780,49954166378,0,1782916464972779487
248283263,49954166378,0,1782916465456739889
247304075,49954166378,0,1782916465947921268
248189690,49954166378,0,1782916466431131597
249277055,49954166378,0,1782916466923460399
239244100,49954166378,0,1782916467404136789
251686041,49954166378,0,1782916467876918243
252779226,49954166378,0,1782916468366376690
251355717,49954166378,0,1782916468851320962
252307830,49954166378,0,1782916469332821433
253247805,49954166378,0,1782916469814279262
251457789,49954166378,0,1782916470298748937
250967700,49954166378,0,1782916470777576188
251531697,49954166378,0,1782916471261775571
251744543,49954166378,0,1782916471744400784
253038405,49954166378,0,1782916472239029097
252513587,49954166378,0,1782916472732701386
251121102,49954166378,0,1782916473230348338
251146546,49954166378,0,1782916473714079394
252698487,49954166378,0,1782916474195505847
251273408,49954166378,0,1782916474679493652
254022492,49954166378,0,1782916475171849820
251004424,49954166378,0,1782916475662588988
251459697,49954166378,0,1782916476154504476
252352670,49954166378,0,1782916476654557559
251836853,49954166378,0,1782916477148624732
235051780,49954166378,0,1782916477635096096
253124714,49954166378,0,1782916478118249190
253651615,49954166378,0,1782916478608375740
253286671,49954166378,0,1782916479091840829
255199654,49954166378,0,1782916479578822565
291360740,49954166378,0,1782916480064173268
253546170,49954166378,0,1782916480603546868
252567039,49954166378,0,1782916481092429422
254754447,49954166378,0,1782916481580455337
253729993,49954166378,0,1782916482070143241
253929137,49954166378,0,1782916482562478704
254138232,49954166378,0,1782916483050313405
254803511,49954166378,0,1782916483548455181
254680060,49954166378,0,1782916484034637141
254984471,49954166378,0,1782916484522738474
254375364,49954166378,0,1782916485008544015
253598188,49954166378,0,1782916485505427491
252791768,49954166378,0,1782916485999023773
253036447,49954166378,0,1782916486495340535
254575699,49954166378,0,1782916486979329467
253624064,49954166378,0,1782916487459410985
237082666,49954166378,0,1782916487941641156
251150880,49954166378,0,1782916488405790787
252522862,49954166378,0,1782916488881713364
252320183,49954166378,0,1782916489352380733
252023256,49954166378,0,1782916489841157322
252297217,49954166378,0,1782916490323583637
252026032,49954166378,0,1782916490811583384
252243116,49954166378,0,1782916491293125679
253332176,49954166378,0,1782916491782512358
252684193,49954166378,0,1782916492264179818
253642977,49954166378,0,1782916492747654843
252607262,49954166378,0,1782916493238777162
252383406,49954166378,0,1782916493724548377
253366399,49954166378,0,1782916494220327468
251341988,49954166378,0,1782916494711733887
253343570,49954166378,0,1782916495198498660
253425861,49954166378,0,1782916495694369502
252401567,49954166378,0,1782916496184360133
251970334,49954166378,0,1782916496675576451
251698352,49954166378,0,1782916497157871230
252455342,49954166378,0,1782916497649062132
235694784,49954166378,0,1782916498130916848
252476853,49954166378,0,1782916498599836323
253216544,49954166378,0,1782916499086007176
251996159,49954166378,0,1782916499569987203
251622001,49954166378,0,1782916500066501567
251222990,49954166378,0,1782916500555694709
252292544,49954166378,0,1782916501040072665
252334816,49954166378,0,1782916501535352784
251956515,49954166378,0,1782916502019638515
252701788,49954166378,0,1782916502506491616
288011246,49954166378,0,1782916503000952599
251790684,49954166378,0,1782916503521673775
252258748,49954166378,0,1782916504015411888
254163979,49954166378,0,1782916504499367161
251015972,49954166378,0,1782916504992775566
252966298,49954166378,0,1782916505487175048
253190340,49954166378,0,1782916505974911957
251884420,49954166378,0,1782916506470891712
253435756,49954166378,0,1782916506968825490
251527642,49954166378,0,1782916507455728836
251397873,49954166378,0,1782916507957182903
234896984,49954166378,0,1782916508445415132
252463730,49954166378,0,1782916508939685133
254012166,49954166378,0,1782916509431775289
253653692,49954166378,0,1782916509929658005
253884100,49954166378,0,1782916510422024537
251616569,49954166378,0,1782916510907635514
253124475,49954166378,0,1782916511389727404
252114115,49954166378,0,1782916511882664116
254378348,49954166378,0,1782916512374151452
252938931,49954166378,0,1782916512861521981
253895448,49954166378,0,1782916513345412650
252116815,49954166378,0,1782916513833793389
253980725,49954166378,0,1782916514315690038
252142933,49954166378,0,1782916514821219925
253579271,49954166378,0,1782916515303310451
253127457,49954166378,0,1782916515783151141
254603768,49954166378,0,1782916516264034346
252023537,49954166378,0,1782916516757641659
253613481,49954166378,0,1782916517238491135
252024996,49954166378,0,1782916517727501523
251841631,49954166378,0,1782916518209802356
230499096,49954166378,0,1782916518699853695
252775109,49954166378,0,1782916519161450150
255268291,49954166378,0,1782916519642221658
254817449,49954166378,0,1782916520136594915
252633528,49954166378,0,1782916520622938680
252747134,49954166378,0,1782916521130301768
251915269,49954166378,0,1782916521620039604
254154233,49954166378,0,1782916522103470819
252443459,49954166378,0,1782916522593173721
253845631,49954166378,0,1782916523087932123
253413211,49954166378,0,1782916523577144235
252632139,49954166378,0,1782916524063136651
254025822,49954166378,0,1782916524542562651
252880281,49954166378,0,1782916525035970194
252386700,49954166378,0,1782916525527711965
254345210,49954166378,0,1782916526008266935
253661582,49954166378,0,1782916526487131301
254378464,49954166378,0,1782916526984588443
253966017,49954166378,0,1782916527473229995
251871938,49954166378,0,1782916527959665225
252678357,49954166378,0,1782916528444028884
252696627,49954166378,0,1782916528932868667
253626099,49954166378,0,1782916529422844413
252756074,49954166378,0,1782916529907889929
253846606,49954166378,0,1782916530389863167
253052010,49954166378,0,1782916530872304261
253101261,49954166378,0,1782916531357414336
252970026,49954166378,0,1782916531845712192
253440214,49954166378,0,1782916532336539794
252317946,49954166378,0,1782916532825336095
254366548,49954166378,0,1782916533307806815
253634668,49954166378,0,1782916533801974689
252436348,49954166378,0,1782916534290527176
252001884,49954166378,0,1782916534780020603
252695596,49954166378,0,1782916535269593339
257371940,49954166378,0,1782916535761897076
253918421,49954166378,0,1782916536252360055
254750029,49954166378,0,1782916536736364671
253729880,49954166378,0,1782916537226156665
252843860,49954166378,0,1782916537727030309
254164307,49954166378,0,1782916538209693519
252112990,49954166378,0,1782916538706566750
253719999,49954166378,0,1782916539189871891
260533578,49954166378,0,1782916539673391200
253743693,49954166378,0,1782916540168139808
253097868,49954166378,0,1782916540657863182
254229330,49954166378,0,1782916541140862310
252876129,49954166378,0,1782916541636533982
253025662,49954166378,0,1782916542117425911
253529048,49954166378,0,1782916542607914006
253857402,49954166378,0,1782916543101846126
253882314,49954166378,0,1782916543589552979
252427567,49954166378,0,1782916544081845516
252751551,49954166378,0,1782916544570029790
253101350,49954166378,0,1782916545054302425
252794961,49954166378,0,1782916545543531894
253991893,49954166378,0,1782916546049832725
254759531,49954166378,0,1782916546552463450
254121408,49954166378,0,1782916547038848562
254038269,49954166378,0,1782916547536409805
253405094,49954166378,0,1782916548039033730
290186320,49954166378,0,1782916548524596073
253510711,49954166378,0,1782916549046760359
256616241,49954166378,0,1782916549542523229
252974062,49954166378,0,1782916550038025826
253491459,49954166378,0,1782916550529056047
254069304,49954166378,0,1782916551017723037
253411901,49954166378,0,1782916551506266545
253051372,49954166378,0,1782916551991664198
253395143,49954166378,0,1782916552482898973
254052614,49954166378,0,1782916552973472669
253062896,49954166378,0,1782916553461850801
253350653,49954166378,0,1782916553955410550
252880010,49954166378,0,1782916554437736127
252910101,49954166378,0,1782916554928591907
253411215,49954166378,0,1782916555419033199
253276857,49954166378,0,1782916555910131090
254288150,49954166378,0,1782916556402861653
252841879,49954166378,0,1782916556893526319
254272819,49954166378,0,1782916557390585428
255761684,49954166378,0,1782916557880609860
252480721,49954166378,0,1782916558372347295
253919183,49954166378,0,1782916558863906451
252813713,49954166378,0,1782916559356338566
253428697,49954166378,0,1782916559849734477
255093011,49954166378,0,1782916560339673535
252657916,49954166378,0,1782916560835028263
254057608,49954166378,0,1782916561324411773
253536710,49954166378,0,1782916561819046568
252299508,49954166378,0,1782916562303337367
254127773,49954166378,0,1782916562798268955
254849611,49954166378,0,1782916563286956470
254598607,49954166378,0,1782916563784690297
252656667,49954166378,0,1782916564272627249
253804602,49954166378,0,1782916564763082277
252559880,49954166378,0,1782916565250744703
253441409,49954166378,0,1782916565733062728
251629046,49954166378,0,1782916566220532864
253086925,49954166378,0,1782916566714545332
254233309,49954166378,0,1782916567206952351
253744628,49954166378,0,1782916567695283406
252505659,49954166378,0,1782916568180159382
253641066,49954166378,0,1782916568670275251
252885521,49954166378,0,1782916569158679827
255237431,49954166378,0,1782916569653994949
256107485,49954166378,0,1782916570148666112
257379705,49954166378,0,1782916570640189686
254730062,49954166378,0,1782916571140731166
255739836,49954166378,0,1782916571642490059
255446073,49954166378,0,1782916572119108805
254591393,49954166378,0,1782916572613249428
255166687,49954166378,0,1782916573108131170
255787228,49954166378,0,1782916573600824874
252992869,49954166378,0,1782916574086330883
254567990,49954166378,0,1782916574572608449
254202256,49954166378,0,1782916575066616836
255358272,49954166378,0,1782916575557243881
253470854,49954166378,0,1782916576047925945
255799674,49954166378,0,1782916576530564279
255475691,49954166378,0,1782916577033643906
256389444,49954166378,0,1782916577524083428
253778800,49954166378,0,1782916578017359289
256163676,49954166378,0,1782916578501711424
255229873,49954166378,0,1782916578989674742
254443848,49954166378,0,1782916579480648543
253774559,49954166378,0,1782916579977067773
255431130,49954166378,0,1782916580470116926
254197624,49954166378,0,1782916580961760994
254449405,49954166378,0,1782916581463379238
253781297,49954166378,0,1782916582023770648
256134582,49954166378,0,1782916582518343432
254731044,49954166378,0,1782916583008708153
255319313,49954166378,0,1782916583508050658
254366696,49954166378,0,1782916583987259505
255804852,49954166378,0,1782916584481814798
255420099,49954166378,0,1782916584984505809
255501555,49954166378,0,1782916585481580806
254176641,49954166378,0,1782916585968620371
253793279,49954166378,0,1782916586469841681
253880468,49954166378,0,1782916586958638517
256718502,49954166378,0,1782916587441800105
254746315,49954166378,0,1782916587927971052
255680011,49954166378,0,1782916588409937331
255758650,49954166378,0,1782916588910210863
254620699,49954166378,0,1782916589397584360
254093582,49954166378,0,1782916589881112145
225497958,49954166378,0,1782916590367546136
256889469,49954166378,0,1782916590831649337
254971899,49954166378,0,1782916591325432476
254991650,49954166378,0,1782916591813984222
256409532,49954166378,0,1782916592309536052
254094281,49954166378,0,1782916592806488944
255736707,49954166378,0,1782916593298501365
254876675,49954166378,0,1782916593791857802
255435557,49954166378,0,1782916594282514091
255867073,49954166378,0,1782916594776517081
255940182,49954166378,0,1782916595261620527
254816668,49954166378,0,1782916595741560320
254093361,49954166378,0,1782916596223536845
254219886,49954166378,0,1782916596707501961
254488560,49954166378,0,1782916597193259852
256075945,49954166378,0,1782916597682885533
255531104,49954166378,0,1782916598179039749
255376834,49954166378,0,1782916598669505692
255514181,49954166378,0,1782916599140946536
256097237,49954166378,0,1782916599632157212
254300159,49954166378,0,1782916600126520130
255831663,49954166378,0,1782916600626413625
255266873,49954166378,0,1782916601115495155
254306673,49954166378,0,1782916601599490514
254323809,49954166378,0,1782916602092632533
254670319,49954166378,0,1782916602592726303
256414615,49954166378,0,1782916603082753980
254670580,49954166378,0,1782916603576846464
254799368,49954166378,0,1782916604066901444
256195277,49954166378,0,1782916604552833616
258149799,49954166378,0,1782916605049833592
255299828,49954166378,0,1782916605549814903
258664809,49954166378,0,1782916606041012722
257424043,49954166378,0,1782916606529318941
254942574,49954166378,0,1782916607016512884
255923591,49954166378,0,1782916607515026178
255066442,49954166378,0,1782916607998094685
253817486,49954166378,0,1782916608486300262
254380603,49954166378,0,1782916608978122576
254830186,49954166378,0,1782916609467073431
254380273,49954166378,0,1782916609955678639
253937934,49954166378,0,1782916610459168737
256248674,49954166378,0,1782916610941031242
253402677,49954166378,0,1782916611437766223
253774958,49954166378,0,1782916611924179429
255027468,49954166378,0,1782916612409923390
255520284,49954166378,0,1782916612897536957
253846214,49954166378,0,1782916613387648829
255691689,49954166378,0,1782916613879385813
254574821,49954166378,0,1782916614379647820
254482735,49954166378,0,1782916614877923072
254802358,49954166378,0,1782916615382906008
253714642,49954166378,0,1782916615874720425
291346562,49954166378,0,1782916616364015807
256096081,49954166378,0,1782916616888256588
255710845,49954166378,0,1782916617379954378
257918728,49954166378,0,1782916617871982026
254909483,49954166378,0,1782916618365988019
257781960,49954166378,0,1782916618858167033
255700295,49954166378,0,1782916619347496182
254402265,49954166378,0,1782916619837015509
254409408,49954166378,0,1782916620318908556
256554549,49954166378,0,1782916620809262182
252706869,49954166378,0,1782916621303113421
252310412,49954166378,0,1782916621792227247
252551809,49954166378,0,1782916622276121458
252918835,49954166378,0,1782916622766403828
254114827,49954166378,0,1782916623257762538
254498753,49954166378,0,1782916623745834320
253290663,49954166378,0,1782916624235586784
253673089,49954166378,0,1782916624721978858
254199797,49954166378,0,1782916625206712158
256396569,49954166378,0,1782916625702588278
251832882,49954166378,0,1782916626196422152
252890039,49954166378,0,1782916626685739440
251954246,49954166378,0,1782916627175681751
252815290,49954166378,0,1782916627665735136
253856055,49954166378,0,1782916628177354489
256274228,49954166378,0,1782916628667018973
253268924,49954166378,0,1782916629156826504
252685819,49954166378,0,1782916629645305544
252694891,49954166378,0,1782916630134855210
253325981,49954166378,0,1782916630621110908
253090373,49954166378,0,1782916631109475971
255100781,49954166378,0,1782916631601433099
254000143,49954166378,0,1782916632095083894
254021990,49954166378,0,1782916632593333944
258169165,49954166378,0,1782916633086708129
254777550,49954166378,0,1782916633577670478
256269774,49954166378,0,1782916634065283805
254580507,49954166378,0,1782916634556391519
255707860,49954166378,0,1782916635045633494
255721922,49954166378,0,1782916635544279109
254641870,49954166378,0,1782916636031781410
256226145,49954166378,0,1782916636534324300
255661809,49954166378,0,1782916637024690626
254997516,49954166378,0,1782916637513194878
256142036,49954166378,0,1782916638003450671
255066268,49954166378,0,1782916638496004523
254078270,49954166378,0,1782916638991589211
256990541,49954166378,0,1782916639477380481
254245583,49954166378,0,1782916639982226675
254735120,49954166378,0,1782916640465883370
255289193,49954166378,0,1782916640956875247
254250310,49954166378,0,1782916641438396023
253706374,49954166378,0,1782916641930659324
254267500,49954166378,0,1782916642410792165
254419087,49954166378,0,1782916642894090423
255992831,49954166378,0,1782916643379157562
253971011,49954166378,0,1782916643872782034
255161556,49954166378,0,1782916644367608676
253872221,49954166378,0,1782916644857159482
254401401,49954166378,0,1782916645345497634
253207777,49954166378,0,1782916645845025137
254397227,49954166378,0,1782916646332104574
253862437,49954166378,0,1782916646815942818
253240665,49954166378,0,1782916647306086497
254500705,49954166378,0,1782916647791765125
255419644,49954166378,0,1782916648286847864
256047518,49954166378,0,1782916648775033676
254348170,49954166378,0,1782916649263328899
254383844,49954166378,0,1782916649757546017
254127755,49954166378,0,1782916650242641579
254124604,49954166378,0,1782916650726811270
253064450,49954166378,0,1782916651218708052
253333905,49954166378,0,1782916651705472707
251706719,49954166378,0,1782916652188486914
255658432,49954166378,0,1782916652675714885
253624919,49954166378,0,1782916653172614068
253447948,49954166378,0,1782916653658784927
253544557,49954166378,0,1782916654156554382
253364990,49954166378,0,1782916654650850379
253117144,49954166378,0,1782916655131932953
253933508,49954166378,0,1782916655619775093
251219116,49954166378,0,1782916656104433322
256684963,49954166378,0,1782916656590689721
252184303,49954166378,0,1782916657091113461
256136962,49954166378,0,1782916657594014170
253677667,49954166378,0,1782916658091855997
253766975,49954166378,0,1782916658576855162
252108951,49954166378,0,1782916659073397636
255940931,49954166378,0,1782916659556875900
252788456,49954166378,0,1782916660055641179
254162769,49954166378,0,1782916660541160706
252543120,49954166378,0,1782916661030342969
254183256,49954166378,0,1782916661534680049
281633205,49954166378,0,1782916662029178045
254147209,49954166378,0,1782916662549917766
254099062,49954166378,0,1782916663021817986
255094161,49954166378,0,1782916663515051706
255394932,49954166378,0,1782916664009921479
253802681,49954166378,0,1782916664512750033
253587698,49954166378,0,1782916665025899683
256851630,49954166378,0,1782916665513146541
253535487,49954166378,0,1782916666011055147
254546124,49954166378,0,1782916666497907705
256308659,49954166378,0,1782916666986155876
255143371,49954166378,0,1782916667480214926
254910462,49954166378,0,1782916667966637854
254462840,49954166378,0,1782916668456824246
255007017,49954166378,0,1782916668961571021
254947691,49954166378,0,1782916669456301017
254195981,49954166378,0,1782916669947260373
256799070,49954166378,0,1782916670439147180
254175492,49954166378,0,1782916670928901764
255595549,49954166378,0,1782916671413644640
253951518,49954166378,0,1782916671913307094
254678703,49954166378,0,1782916672403097521
255533269,49954166378,0,1782916672894910037
255343881,49954166378,0,1782916673373922581
255982777,49954166378,0,1782916673855606464
254298375,49954166378,0,1782916674341587476
254593138,49954166378,0,1782916674835239446
253828242,49954166378,0,1782916675337150906
254268576,49954166378,0,1782916675826991521
253117503,49954166378,0,1782916676321889044
253931699,49954166378,0,1782916676809895569
253218614,49954166378,0,1782916677297502930
254113503,49954166378,0,1782916677787859237
254734118,49954166378,0,1782916678275564821
254778931,49954166378,0,1782916678771832914
256218117,49954166378,0,1782916679261946128
255863243,49954166378,0,1782916679756031619
253312951,49954166378,0,1782916680243356140
254798106,49954166378,0,1782916680728704441
254753036,49954166378,0,1782916681225330418
254884986,49954166378,0,1782916681717994563
250724868,49954166378,0,1782916682295502350
255271685,49954166378,0,1782916682909773798
253649987,49954166378,0,1782916683416777739
255118626,49954166378,0,1782916683909793980
252991469,49954166378,0,1782916684410727064
252776460,49954166378,0,1782916684913731936
254476389,49954166378,0,1782916685425007300
256474345,49954166378,0,1782916685922646581
256148215,49954166378,0,1782916686401789479
253669276,49954166378,0,1782916686894214138
253506500,49954166378,0,1782916687384786893
253326104,49954166378,0,1782916687869291468
252498120,49954166378,0,1782916688371473728
253622952,49954166378,0,1782916688881677988
252677888,49954166378,0,1782916689385447601
255171743,49954166378,0,1782916689866232275
252341148,49954166378,0,1782916690359652653
253315402,49954166378,0,1782916690844530792
252930592,49954166378,0,1782916691331230513
253342054,49954166378,0,1782916691819984889
252806556,49954166378,0,1782916692311708435
253863892,49954166378,0,1782916692800124769
253658385,49954166378,0,1782916693288670143
252904687,49954166378,0,1782916693774081952
254542357,49954166378,0,1782916694269702045
252254398,49954166378,0,1782916694760259514
253087248,49954166378,0,1782916695251158102
253142633,49954166378,0,1782916695745671108
253802955,49954166378,0,1782916696234821358
252459090,49954166378,0,1782916696713403188
254507806,49954166378,0,1782916697198648131
254285601,49954166378,0,1782916697688469889
253006765,49954166378,0,1782916698185038902
253631701,49954166378,0,1782916698672172872
253080286,49954166378,0,1782916699159188426
254382783,49954166378,0,1782916699651285515
254168295,49954166378,0,1782916700140390364
254663767,49954166378,0,1782916700622274011
253712284,49954166378,0,1782916701109825456
254185861,49954166378,0,1782916701598050867
254389682,49954166378,0,1782916702083767974
253205198,49954166378,0,1782916702569504375
253047692,49954166378,0,1782916703051720479
254191235,49954166378,0,1782916703532043279
255252107,49954166378,0,1782916704024083008
252607924,49954166378,0,1782916704534898187
252784627,49954166378,0,1782916705023805616
253232650,49954166378,0,1782916705516482484
255254284,49954166378,0,1782916706009704970
292047860,49954166378,0,1782916706497751848
252804629,49954166378,0,1782916707025344116
252968581,49954166378,0,1782916707516078549
252380272,49954166378,0,1782916708006693468
253698104,49954166378,0,1782916708491430195
254271157,49954166378,0,1782916708980096499
253085063,49954166378,0,1782916709469273858
253543732,49954166378,0,1782916709955724132
252959431,49954166378,0,1782916710440850970
255849145,49954166378,0,1782916710928503564
253404271,49954166378,0,1782916711425450858
254345827,49954166378,0,1782916711917421811
255323682,49954166378,0,1782916712412482737
254350062,49954166378,0,1782916712899472615
253169422,49954166378,0,1782916713390282915
253505461,49954166378,0,1782916713940856040
253282832,49954166378,0,1782916714428537153
254145023,49954166378,0,1782916714920087191
253507014,49954166378,0,1782916715422897446
253725553,49954166378,0,1782916715918404508
252839460,49954166378,0,1782916716413145685
254121607,49954166378,0,1782916716900769376
253263520,49954166378,0,1782916717392473597
254453011,49954166378,0,1782916717875051897
253195974,49954166378,0,1782916718367356067
255443565,49954166378,0,1782916718865095541
253182253,49954166378,0,1782916719361511079
256216713,49954166378,0,1782916719854961176
252168141,49954166378,0,1782916720346952805
261801958,49954166378,0,1782916720833626456
253281744,49954166378,0,1782916721334311491
255637227,49954166378,0,1782916721823259978
252230777,49954166378,0,1782916722290473765
253108123,49954166378,0,1782916722778632933
250833558,49954166378,0,1782916723265500039
253969944,49954166378,0,1782916723745654481
255138636,49954166378,0,1782916724237396075
254312800,49954166378,0,1782916724726682135
254934299,49954166378,0,1782916725215128608
252636172,49954166378,0,1782916725711978307
253986096,49954166378,0,1782916726203858854
253555983,49954166378,0,1782916726691546664
254252369,49954166378,0,1782916727183911198
253162284,49954166378,0,1782916727673584982
254147563,49954166378,0,1782916728167269898
252229507,49954166378,0,1782916728660492580
275501512,49954166378,0,1782916729141775487
253129897,49954166378,0,1782916729647524967
256258766,49954166378,0,1782916730118560384
252679528,49954166378,0,1782916730606663727
253615574,49954166378,0,1782916731090824741
253083343,49954166378,0,1782916731580860523
255243659,49954166378,0,1782916732075869249
252691813,49954166378,0,1782916732572377939
252949857,49954166378,0,1782916733066046664
245019879,49954166378,0,1782916733551822602
257484660,49954166378,0,1782916734034065646
257752776,49954166378,0,1782916734520844227
257458971,49954166378,0,1782916735009009183
257332088,49954166378,0,1782916735506694484
257447846,49954166378,0,1782916736011864921
255937663,49954166378,0,1782916736522870101
255230132,49954166378,0,1782916737006273228
256174491,49954166378,0,1782916737495796828
255205705,49954166378,0,1782916737983446305
257819071,49954166378,0,1782916738481144424
255162187,49954166378,0,1782916738969727922
256518801,49954166378,0,1782916739474251734
257307472,49954166378,0,1782916739983891627
257424232,49954166378,0,1782916740472740596
257242978,49954166378,0,1782916740965449200
256099841,49954166378,0,1782916741472946567
256505096,49954166378,0,1782916741963949186
258115712,49954166378,0,1782916742452796085
255967896,49954166378,0,1782916742945511186
255228144,49954166378,0,1782916743433249596
232442350,49954166378,0,1782916743933814153
253343902,49954166378,0,1782916744397548712
252286855,49954166378,0,1782916744865858810
255452910,49954166378,0,1782916745335655626
253673813,49954166378,0,1782916745831416122
254769704,49954166378,0,1782916746314534346
251824222,49954166378,0,1782916746803319171
254919587,49954166378,0,1782916747307769994
254033372,49954166378,0,1782916747817808597
255073597,49954166378,0,1782916748304681927
252994226,49954166378,0,1782916748801706981
254594137,49954166378,0,1782916749297767972
252578179,49954166378,0,1782916749793831904
253934527,49954166378,0,1782916750281465817
252838200,49954166378,0,1782916750778483254
253681235,49954166378,0,1782916751265412394
252433509,49954166378,0,1782916751747356393
253237723,49954166378,0,1782916752229253495
253377433,49954166378,0,1782916752713565770
254019318,49954166378,0,1782916753200009406
252052581,49954166378,0,1782916753686776637
244347973,49954166378,0,1782916754188933984
252037571,49954166378,0,1782916754664579509
252735063,49954166378,0,1782916755168933757
254516011,49954166378,0,1782916755651764455
252490460,49954166378,0,1782916756151420901
252107588,49954166378,0,1782916756633631049
253620751,49954166378,0,1782916757117912101
254387975,49954166378,0,1782916757626668930
254306723,49954166378,0,1782916758116223780
253136632,49954166378,0,1782916758611931658
254148711,49954166378,0,1782916759104459526
254584109,49954166378,0,1782916759621878635
252857254,49954166378,0,1782916760106370650
254329866,49954166378,0,1782916760594475361
254080181,49954166378,0,1782916761084561414
254294290,49954166378,0,1782916761584408541
254426625,49954166378,0,1782916762085213741
252622500,49954166378,0,1782916762566504518
252905049,49954166378,0,1782916763051822581
254278774,49954166378,0,1782916763550591281
254487886,49954166378,0,1782916764046900967
253838503,49954166378,0,1782916764533074651
254186018,49954166378,0,1782916765023212160
253074532,49954166378,0,1782916765511966862
253451483,49954166378,0,1782916766000106863
253420392,49954166378,0,1782916766482547132
253478133,49954166378,0,1782916766968113801
252515689,49954166378,0,1782916767455858139
252719199,49954166378,0,1782916767945691532
254942937,49954166378,0,1782916768431677673
252853527,49954166378,0,1782916768914605468
253132930,49954166378,0,1782916769400490511
255834282,49954166378,0,1782916769897888719
254753860,49954166378,0,1782916770385480206
253512633,49954166378,0,1782916770870913170
254009295,49954166378,0,1782916771360439388
256829382,49954166378,0,1782916771848023465
254048339,49954166378,0,1782916772334497963
252067241,49954166378,0,1782916772835157086
253055294,49954166378,0,1782916773321383505
